cpu_usage,memory_usage,disk_usage,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,temperature_c,fan_speed_rpm,power_watts,error_count,uptime_hours,disk_io_total,network_io_total,cpu_mem_pressure,temp_error_interaction,uptime_low,uptime_medium,uptime_high,uptime_very_high,temp_trend_slope,cpu_trend_slope,error_count_rolling_avg,temp_delta,error_delta
71.34,46.74,88.54,118.54,64.69,183.41,216.49,56.27,2279.0,280.72,6,2535.6,183.23000000000002,399.9,0.33344316,337.62,False,True,False,False,-0.8260000000000061,-5.128000000000006,7.4,-8.859999999999992,-3.0
48.77,0.0,54.62,83.49,112.35,231.69,213.66,49.05,2496.0,245.96,4,2268.5,195.83999999999997,445.35,0.0,196.2,False,True,False,False,-0.32200000000000284,1.795000000000002,3.2,-11.600000000000001,1.0
69.9,41.44,54.53,84.05,79.1,140.66,75.01,51.21,2653.0,271.98,2,2107.9,163.14999999999998,215.67000000000002,0.2896656,102.42,False,True,False,False,-0.4140000000000038,4.744000000000002,4.4,-12.030000000000001,-5.0
75.55,48.51,59.29,100.2,89.9,201.46,185.55,66.69,3214.0,276.35,6,3561.4,190.10000000000002,387.01,0.36649304999999993,400.14,False,False,True,False,2.8769999999999962,9.503999999999998,5.4,9.589999999999996,1.0
54.32,61.7,24.22,113.16,124.68,158.46,118.74,44.91,2811.0,269.27,4,3672.3,237.84,277.2,0.3351544,179.64,False,False,True,False,-2.4150000000000063,-2.4460000000000015,4.0,-6.810000000000002,-1.0
44.71,55.99,56.31,56.03,101.78,211.62,197.0,50.61,2530.0,239.19,3,3184.3,157.81,408.62,0.25033129000000004,151.82999999999998,False,False,True,False,-1.0400000000000058,0.508999999999996,2.4,-4.899999999999999,1.0
71.08,39.6,73.78,98.91,75.92,191.25,160.03,64.86,2833.0,319.32,8,3748.6,174.82999999999998,351.28,0.2814768,518.88,False,False,True,False,1.2719999999999945,3.1619999999999924,5.8,1.6899999999999977,3.0
43.7,53.23,57.18,126.74,105.34,114.38,137.71,44.22,2724.0,248.42,1,2719.6,232.07999999999998,252.09,0.23261510000000002,44.22,False,True,False,False,-2.990000000000006,-4.328,1.2,-6.57,0.0
67.05,76.61,99.53,111.41,117.36,148.5,163.04,54.29,2115.0,241.89,5,3069.1,228.76999999999998,311.53999999999996,0.51367005,271.45,False,False,True,False,-0.9160000000000025,7.146999999999994,4.8,3.3299999999999983,-2.0
64.69,60.71,42.89,118.12,71.15,206.32,153.42,65.51,2439.0,279.77,6,4007.4,189.27,359.74,0.39273299,393.06000000000006,False,False,True,False,3.5859999999999954,3.585999999999996,3.6,-5.659999999999997,3.0
50.92,43.19,27.73,131.89,115.94,110.1,210.42,59.35,2351.0,269.69,4,2423.2,247.82999999999998,320.52,0.21992347999999998,237.4,False,True,False,False,-0.6290000000000086,-0.7810000000000047,5.2,3.8100000000000023,-4.0
45.14,46.71,66.13,115.85,107.54,127.1,266.21,66.41,2742.0,280.35,3,2368.1,223.39,393.30999999999995,0.21084894,199.23,False,True,False,False,0.20999999999999644,-0.6260000000000006,4.0,17.509999999999998,-1.0
76.97,71.18,73.12,96.97,59.78,185.51,204.65,60.64,2173.0,278.46,7,3848.8,156.75,390.15999999999997,0.54787246,424.48,False,False,True,False,1.5059999999999967,-1.3910000000000042,5.6,-1.4399999999999977,4.0
42.43,31.98,55.25,75.26,70.78,190.85,156.84,48.15,3070.0,212.73,0,3657.9,146.04000000000002,347.69,0.13569114000000002,0.0,False,False,True,False,-1.4350000000000018,1.6490000000000007,1.6,5.93,-1.0
53.6,47.26,43.11,134.21,98.6,309.13,100.2,59.07,3205.0,253.37,4,5091.4,232.81,409.33,0.25331359999999997,236.28,False,False,False,True,1.0949999999999982,-0.28000000000000697,3.0,-2.210000000000001,2.0
38.97,59.63,61.27,98.95,97.99,204.95,154.23,51.15,2465.0,287.48,2,3849.8,196.94,359.17999999999995,0.23237811000000003,102.3,False,False,True,False,0.30199999999999766,-4.150000000000007,3.2,-11.259999999999998,-2.0
17.5,19.82,55.06,132.06,59.08,172.84,108.62,46.37,2672.0,243.84,1,4285.1,191.14,281.46000000000004,0.034685,46.37,False,False,True,False,1.5309999999999926,-5.8170000000000055,1.8,-12.61,1.0
81.99,100.0,71.67,52.91,93.35,130.99,68.89,70.98,2115.0,302.14,9,2225.0,146.26,199.88,0.8199,638.82,False,True,False,False,0.9889999999999931,0.9349999999999982,6.8,3.6899999999999977,6.0
21.89,35.84,72.76,92.96,66.71,206.77,159.09,43.37,2614.0,263.67,2,3286.5,159.67,365.86,0.07845376000000001,86.74,False,False,True,False,0.6199999999999989,-5.520000000000004,1.8,-12.870000000000005,-1.0
35.04,29.4,41.88,100.22,84.77,198.62,234.09,42.18,2360.0,252.01,3,3608.8,184.99,432.71000000000004,0.10301759999999999,126.53999999999999,False,False,True,False,1.6579999999999955,-6.0210000000000035,3.2,-10.07,2.0
52.0,17.03,42.04,128.21,92.89,81.33,219.89,52.37,2580.0,282.99,3,4971.5,221.10000000000002,301.21999999999997,0.08855600000000001,157.10999999999999,False,False,True,False,0.0,0.0,3.0,0.0,0.0
59.93,53.87,66.16,139.03,73.85,254.82,143.57,55.52,2960.0,269.8,5,3069.5,212.88,398.39,0.3228429099999999,277.6,False,False,True,False,-1.7970000000000033,2.6079999999999943,6.2,-0.7299999999999969,-1.0
51.84,43.3,91.4,73.93,82.04,161.64,181.64,62.27,2779.0,269.11,8,3381.2,155.97000000000003,343.28,0.22446720000000003,498.16,False,False,True,False,1.2049999999999987,-1.856000000000011,4.4,7.330000000000005,5.0
58.52,49.47,37.54,48.51,94.07,186.16,160.41,48.64,2618.0,242.28,7,3574.5,142.57999999999998,346.57,0.28949844,340.48,False,False,True,False,-1.4860000000000044,2.051000000000001,2.8,7.799999999999997,5.0
49.74,52.29,77.37,163.59,63.03,259.28,217.86,48.51,3072.0,298.39,3,3818.8,226.62,477.14,0.26009046,145.53,False,False,True,False,0.09399999999999493,-4.536999999999999,3.4,3.3299999999999983,1.0
44.72,19.06,78.01,104.93,76.85,194.22,172.26,40.02,2887.0,293.04,5,2560.6,181.78,366.48,0.08523631999999999,200.10000000000002,False,True,False,False,-2.1740000000000057,-1.7180000000000049,3.2,-19.419999999999995,4.0
50.17,55.13,52.45,90.76,40.2,179.77,167.15,54.86,3282.0,275.12,5,2750.1,130.96,346.92,0.27658721000000003,274.3,False,True,False,False,1.0099999999999918,-1.801000000000001,2.6,0.6199999999999974,4.0
40.3,44.26,68.7,66.9,123.26,172.91,143.6,42.81,2641.0,241.32,4,3508.7,190.16000000000003,316.51,0.1783678,171.24,False,False,True,False,-1.3020000000000074,-0.8080000000000057,2.6,1.8599999999999994,2.0
74.32,58.2,50.08,72.92,112.27,190.72,183.35,55.8,2416.0,281.45,0,3450.8,185.19,374.07,0.43254240000000005,0.0,False,False,True,False,-0.2380000000000066,6.003999999999997,2.6,1.1899999999999977,-3.0
43.9,46.67,68.03,102.82,86.05,178.55,218.07,48.05,2820.0,264.74,3,4890.7,188.87,396.62,0.2048813,144.14999999999998,False,False,True,False,-2.4520000000000044,-1.3640000000000019,2.6,11.269999999999996,1.0
58.55,52.81,67.21,114.09,39.74,154.87,155.8,73.97,3035.0,286.66,10,3506.1,153.83,310.67,0.30920255,739.7,False,False,True,False,12.24,-25.62,10.5,12.240000000000002,-1.0
56.39,71.95,62.36,79.35,105.92,203.22,108.66,60.74,2674.0,263.27,3,4040.1,185.26999999999998,311.88,0.40572605,182.22,False,False,True,False,-0.5540000000000044,4.215999999999994,4.6,-0.5499999999999972,-2.0
54.4,13.12,76.06,110.51,22.57,196.79,153.7,44.73,3428.0,278.7,6,3022.5,133.08,350.49,0.0713728,268.38,False,False,True,False,-3.7310000000000083,7.717999999999996,2.8,-7.540000000000006,5.0
64.25,50.98,79.86,141.8,108.43,151.17,238.12,55.64,2686.0,251.49,2,2865.8,250.23000000000002,389.28999999999996,0.3275464999999999,111.28,False,True,False,False,1.5119999999999891,3.9590000000000005,2.2,1.5600000000000023,0.0
62.31,51.43,55.36,134.66,89.28,188.06,200.75,51.1,2410.0,274.71,4,3027.8,223.94,388.81,0.32046032999999996,204.4,False,False,True,False,-0.9790000000000046,2.4949999999999988,3.4,-0.269999999999996,2.0
77.92,38.97,42.12,113.96,92.23,132.16,161.55,60.44,2315.0,253.83,2,3145.9,206.19,293.71000000000004,0.30365424,120.88,False,False,True,False,0.4149999999999925,2.9779999999999944,2.8,3.6899999999999977,1.0
72.24,44.72,44.93,101.91,71.16,167.06,184.76,53.33,2970.0,282.2,2,4596.8,173.07,351.82,0.32305727999999995,106.66,False,False,True,False,0.11199999999999244,4.449999999999996,2.0,2.9200000000000017,1.0
51.32,62.63,54.16,148.91,98.77,198.09,88.05,50.43,2932.0,266.61,2,3660.1,247.68,286.14,0.32141716000000004,100.86,False,False,True,False,3.0999999999999948,-3.1500000000000052,3.0,3.1000000000000014,-2.0
51.87,31.01,72.63,116.79,93.32,218.44,203.73,60.69,2330.0,243.67,5,2812.9,210.11,422.16999999999996,0.16084887,303.45,False,True,False,False,2.328999999999998,-0.7690000000000027,4.0,3.059999999999995,2.0
70.61,77.38,52.36,120.24,65.2,199.05,104.42,57.16,3076.0,316.96,4,2283.9,185.44,303.47,0.5463801799999999,228.64,False,True,False,False,-0.07400000000000642,-1.6790000000000036,4.8,-8.400000000000006,-1.0
44.81,69.81,76.86,123.31,47.26,122.65,108.59,68.57,2616.0,271.88,10,2635.6,170.57,231.24,0.31281861,685.6999999999999,False,True,False,False,1.2839999999999963,-3.735,7.2,11.339999999999996,2.0
51.67,23.07,55.69,64.62,87.52,129.22,174.77,56.07,3103.0,279.91,1,3434.0,152.14,303.99,0.11920269000000001,56.07,False,False,True,False,0.8089999999999972,3.2270000000000003,4.2,-7.670000000000002,-3.0
90.56,58.92,100.0,46.28,60.26,135.49,118.9,77.13,2121.0,327.24,7,2361.7,106.53999999999999,254.39000000000001,0.5335795200000001,539.91,False,True,False,False,3.6309999999999922,4.122000000000001,6.2,0.2599999999999909,0.0
43.45,28.03,51.01,88.98,105.92,168.21,223.05,45.45,2777.0,268.32,3,4604.4,194.9,391.26,0.12179035,136.35000000000002,False,False,True,False,-0.5560000000000023,0.8509999999999915,3.0,-6.140000000000001,1.0
44.7,9.28,69.35,138.06,99.58,218.87,174.02,57.5,2868.0,245.31,1,4462.5,237.64,392.89,0.0414816,57.5,False,False,True,False,1.453999999999998,0.7539999999999979,1.6,14.54,1.0
33.72,68.78,54.73,119.19,69.21,192.77,138.11,50.88,2765.0,245.88,2,2309.6,188.39999999999998,330.88,0.23192616,101.76,False,True,False,False,1.1529999999999974,-2.846000000000006,3.0,-7.3799999999999955,-2.0
61.6,53.6,57.51,93.33,96.14,146.42,124.86,50.31,2592.0,253.84,2,3219.4,189.47,271.28,0.330176,100.62,False,False,True,False,-0.6150000000000094,-2.2070000000000056,4.0,-8.599999999999994,-1.0
50.12,41.25,62.66,108.48,87.3,141.64,206.72,47.41,3049.0,269.92,4,4039.2,195.78,348.36,0.20674499999999998,189.64,False,False,True,False,1.338999999999991,-0.4480000000000081,2.8,-8.25,1.0
38.74,26.41,63.73,104.65,63.96,202.36,244.82,50.59,2755.0,289.84,0,4015.3,168.61,447.18,0.10231234,0.0,False,False,True,False,-1.1780000000000088,3.4529999999999967,0.8,4.640000000000001,-2.0
18.81,37.52,59.63,149.23,103.39,219.26,196.4,47.88,3002.0,257.14,4,3318.8,252.62,415.65999999999997,0.07057512,191.52,False,False,True,False,2.7369999999999965,-6.555000000000003,2.6,-9.559999999999995,3.0
61.03,44.97,79.55,136.78,74.55,166.36,230.76,47.62,2706.0,278.45,4,3201.7,211.32999999999998,397.12,0.27445191,190.48,False,False,True,False,-2.276,1.4709999999999932,2.6,-0.5100000000000051,1.0
40.66,43.83,32.81,115.01,103.34,179.6,105.23,57.71,2929.0,249.04,0,2460.4,218.35000000000002,284.83,0.17821277999999996,0.0,False,True,False,False,0.4269999999999947,-5.176000000000006,2.4,12.61,-2.0
65.52,29.3,78.3,88.99,54.97,88.58,200.64,65.01,2705.0,294.33,5,2176.9,143.95999999999998,289.21999999999997,0.1919736,325.05,False,True,False,False,-1.4910000000000077,4.423000000000002,6.6,1.8600000000000065,0.0
52.52,18.36,36.29,124.52,73.14,160.07,186.64,46.55,3037.0,259.89,1,3461.7,197.66,346.71,0.09642672,46.55,False,False,True,False,0.36799999999999244,1.838999999999998,1.0,-3.700000000000003,-1.0
50.6,45.89,26.55,111.86,120.99,236.79,216.01,48.58,2657.0,235.02,3,3726.9,232.85,452.79999999999995,0.2322034,145.74,False,False,True,False,0.9829999999999987,1.0199999999999942,2.4,0.21999999999999886,1.0
37.48,60.81,27.18,138.39,102.95,149.51,169.83,49.17,3230.0,260.3,0,3852.4,241.33999999999997,319.34000000000003,0.22791587999999996,0.0,False,False,True,False,0.20199999999999407,-2.3640000000000128,3.0,6.75,-5.0
59.18,66.05,46.43,144.82,64.98,272.69,114.63,54.34,2316.0,278.36,5,5528.5,209.8,387.32,0.3908839,271.70000000000005,False,False,False,True,-5.100000000000003,3.9699999999999895,7.0,-5.099999999999994,-4.0
48.41,48.08,45.18,155.23,97.95,193.62,212.25,54.7,2629.0,264.6,4,3385.8,253.18,405.87,0.23275527999999998,218.8,False,False,True,False,-2.135000000000003,3.368999999999999,3.8,11.050000000000004,0.0
36.01,57.64,53.25,148.2,68.72,202.03,169.14,63.23,2536.0,314.64,4,2587.6,216.92,371.16999999999996,0.20756164,252.92,False,True,False,False,1.409999999999994,-2.9050000000000056,4.0,-1.6300000000000026,3.0
55.61,43.3,59.53,79.35,124.62,143.25,152.68,52.27,3419.0,254.92,3,2863.4,203.97,295.93,0.2407913,156.81,False,True,False,False,0.20699999999999769,-1.8710000000000062,2.6,-4.589999999999996,1.0
68.32,40.33,53.57,137.88,100.7,151.91,108.83,51.02,2981.0,307.32,3,4471.7,238.57999999999998,260.74,0.27553456,153.06,False,False,True,False,-1.8790000000000033,0.9609999999999949,3.8,3.8800000000000026,2.0
57.44,21.25,44.83,137.39,100.42,200.61,107.45,54.84,2991.0,247.2,4,3474.9,237.81,308.06,0.12206,219.36,False,False,True,False,-0.7710000000000105,8.064999999999992,5.25,-9.029999999999994,-3.0
50.17,58.48,54.74,166.67,96.14,191.78,120.01,58.3,2911.0,250.67,6,3383.1,262.81,311.79,0.29339416,349.79999999999995,False,False,True,False,2.0719999999999934,5.345000000000001,4.0,5.519999999999996,1.0
40.52,47.21,75.91,131.0,77.89,180.82,211.01,64.49,2796.0,289.38,3,4528.6,208.89,391.83,0.19129492,193.46999999999997,False,False,True,False,4.8819999999999935,-5.586000000000012,3.8,10.659999999999997,-1.0
43.68,25.87,67.26,105.96,70.79,146.74,126.24,57.21,3046.0,264.3,2,3219.3,176.75,272.98,0.11300016,114.42,False,False,True,False,1.7649999999999921,-0.3200000000000082,3.0,3.740000000000002,1.0
70.27,38.25,98.35,141.49,47.57,189.26,90.07,65.8,1800.0,284.76,13,1159.8,189.06,279.33,0.26878275,855.4,False,True,False,False,3.1329999999999885,2.755999999999998,8.4,-3.3900000000000006,2.0
62.75,37.46,59.77,108.28,106.96,169.33,147.13,55.46,2353.0,286.91,3,3337.8,215.24,316.46000000000004,0.23506149999999998,166.38,False,False,True,False,-0.7510000000000043,7.930999999999996,4.8,10.54,-3.0
42.87,13.59,67.52,107.02,66.84,173.21,174.33,51.96,3359.0,251.83,1,3598.4,173.86,347.54,0.05826032999999999,51.96,False,False,True,False,3.5519999999999934,2.626999999999997,0.5,9.060000000000002,1.0
82.51,71.58,96.67,73.3,91.56,119.81,182.3,67.63,2376.0,305.19,4,3258.1,164.86,302.11,0.59060658,270.52,False,False,True,False,0.3019999999999953,3.3309999999999937,8.6,-8.36,-16.0
40.34,65.69,89.09,138.4,76.43,249.22,202.21,59.8,3046.0,278.51,7,3698.4,214.83,451.43,0.26499346,418.59999999999997,False,False,True,False,-0.2520000000000073,-5.089999999999998,6.6,-3.720000000000006,2.0
62.69,55.54,80.22,90.36,91.8,139.22,192.99,54.99,2816.0,284.95,4,3235.3,182.16,332.21000000000004,0.34818026,219.96,False,False,True,False,-0.3030000000000004,3.3339999999999934,5.4,1.2199999999999989,-2.0
54.79,52.49,63.48,92.71,103.07,211.25,122.52,65.92,2965.0,307.72,6,3092.6,195.77999999999997,333.77,0.28759271,395.52,False,False,True,False,2.1139999999999963,-7.9609999999999985,6.6,2.3700000000000045,1.0
48.38,16.39,40.57,131.13,82.31,183.03,169.77,53.32,2572.0,291.94,3,4028.3,213.44,352.8,0.07929482000000002,159.96,False,False,True,False,1.4699999999999962,-1.8620000000000008,3.0,10.11,0.0
28.68,36.65,71.33,97.14,72.82,199.96,181.22,50.79,2536.0,202.83,1,3416.6,169.95999999999998,381.18,0.1051122,50.79,False,False,True,False,-1.7710000000000055,-3.3480000000000047,1.2,4.159999999999997,-2.0
71.3,38.35,40.55,73.03,73.61,183.03,198.2,53.3,3073.0,282.77,3,3777.9,146.64,381.23,0.2734355,159.89999999999998,False,False,True,False,-0.7940000000000104,3.2419999999999987,2.0,1.6599999999999966,2.0
100.0,64.0,94.07,69.7,95.04,157.72,124.01,69.92,2332.0,311.25,13,2118.2,164.74,281.73,0.64,908.96,False,True,False,False,0.17900000000000146,4.643999999999996,9.8,-2.1599999999999966,3.0
77.37,51.76,65.71,98.02,94.6,145.32,200.95,61.98,2621.0,285.51,4,2548.5,192.62,346.27,0.40046712,247.92,False,True,False,False,-0.9500000000000078,1.0849999999999964,5.2,3.789999999999999,-1.0
41.45,43.33,39.56,128.5,74.73,173.52,131.64,50.36,3013.0,269.6,5,4831.8,203.23000000000002,305.15999999999997,0.17960285,251.8,False,False,True,False,-0.6940000000000062,-1.0990000000000009,3.4,5.82,0.0
57.18,32.09,56.05,138.29,104.1,158.97,118.53,57.69,2188.0,274.0,4,4067.7,242.39,277.5,0.18349062,230.76,False,False,True,False,-2.6620000000000084,0.47299999999999415,4.4,10.61,0.0
39.01,38.51,80.77,129.77,86.9,177.6,238.96,50.81,2544.0,270.19,2,3583.0,216.67000000000002,416.56,0.15022751,101.62,False,False,True,False,1.428999999999999,0.8279999999999929,2.8,0.5200000000000031,-4.0
37.9,41.47,78.46,52.13,98.71,248.07,205.78,53.41,2704.0,279.93,2,4540.3,150.84,453.85,0.1571713,106.82,False,False,True,False,-0.015000000000005878,1.9379999999999977,2.6,1.6499999999999986,-1.0
64.45,26.56,63.26,95.95,107.89,217.57,193.78,46.32,2575.0,248.02,5,5138.6,203.84,411.35,0.17117920000000003,231.6,False,False,False,True,0.6289999999999946,1.7939999999999996,1.8,-5.890000000000001,5.0
35.18,41.13,26.74,118.33,156.53,165.32,227.63,44.41,2533.0,206.82,3,3881.5,274.86,392.95,0.14469534,133.23,False,False,True,False,-0.5680000000000024,-5.144000000000008,2.0,3.769999999999996,2.0
40.73,85.19,81.9,115.59,65.44,172.21,135.39,56.86,2792.0,265.73,8,4160.9,181.03,307.6,0.34697887,454.88,False,False,True,False,1.257999999999997,-5.5060000000000064,6.0,4.140000000000001,3.0
41.25,48.21,40.83,108.24,61.11,202.4,206.78,49.46,2976.0,236.13,1,4330.3,169.35,409.18,0.19886625,49.46,False,False,True,False,0.13799999999999346,3.4910000000000005,2.4,8.86,-2.0
40.67,65.38,56.8,144.07,80.56,40.67,237.86,47.03,2388.0,280.49,3,3980.7,224.63,278.53000000000003,0.26590046,141.09,False,False,True,False,-1.2970000000000061,4.085999999999995,1.8,-1.5899999999999963,2.0
74.91,67.94,86.31,93.53,68.9,121.58,160.5,68.7,2550.0,270.52,8,2669.3,162.43,282.08,0.50893854,549.6,False,True,False,False,-0.11300000000000285,2.767999999999994,7.6,0.3100000000000023,2.0
34.96,37.16,49.09,116.1,71.92,191.61,182.34,49.2,3333.0,268.91,1,3793.8,188.01999999999998,373.95000000000005,0.12991136,49.2,False,False,True,False,2.079999999999989,-0.31800000000000817,0.5,7.6200000000000045,1.0
41.05,25.32,64.75,129.12,103.78,180.47,146.79,53.83,2940.0,229.38,0,5523.7,232.9,327.26,0.10393859999999999,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0
72.34,66.62,69.14,80.68,91.09,154.4,151.06,63.49,2507.0,265.29,4,2307.7,171.77,305.46000000000004,0.48192908000000007,253.96,False,True,False,False,-3.594000000000009,7.365999999999998,4.8,12.090000000000003,1.0
52.09,38.66,37.84,76.82,50.9,157.86,199.39,44.12,2593.0,238.97,1,3074.3,127.72,357.25,0.20137993999999998,44.12,False,False,True,False,-5.820000000000012,7.199999999999994,1.5,-5.82,-1.0
66.37,41.01,83.2,117.43,98.14,162.42,153.56,59.36,2510.0,308.18,6,4519.9,215.57,315.98,0.27218337,356.15999999999997,False,False,True,False,8.009999999999984,8.949999999999992,5.0,8.009999999999998,2.0
59.04,47.89,49.41,112.97,73.22,238.88,212.9,52.33,2648.0,270.77,1,2977.4,186.19,451.78,0.28274256000000003,52.33,False,True,False,False,-1.973999999999999,-0.9640000000000101,2.4,4.259999999999998,-2.0
69.29,44.58,51.88,115.69,115.86,163.37,151.05,54.08,2408.0,280.1,1,2463.9,231.55,314.42,0.30889482,54.08,False,True,False,False,0.44199999999999695,4.260999999999993,2.2,8.809999999999995,0.0
70.47,60.43,63.39,57.26,90.47,164.58,174.97,59.87,2901.0,234.82,6,2298.1,147.73,339.55,0.42585020999999995,359.21999999999997,False,True,False,False,0.0,0.0,6.0,0.0,0.0
45.33,19.32,57.96,119.23,90.74,218.58,90.32,50.78,3018.0,300.35,2,2707.1,209.97,308.9,0.08757756,101.56,False,True,False,False,-0.7890000000000025,1.4689999999999968,2.4,0.5600000000000023,-1.0
56.28,31.72,44.99,112.56,69.67,254.01,139.46,57.23,3056.0,237.59,0,2911.7,182.23000000000002,393.47,0.17852015999999998,0.0,False,True,False,False,1.0009999999999954,-0.2590000000000078,2.4,17.029999999999994,-4.0
45.07,42.33,58.8,103.91,59.76,191.58,173.04,55.3,2500.0,285.36,1,2949.0,163.67,364.62,0.19078131,55.3,False,True,False,False,0.43500000000000333,-16.68999999999999,1.3333333333333333,-1.8599999999999994,-1.0
49.73,43.26,80.17,116.55,112.63,159.32,152.45,63.52,2386.0,255.7,5,3128.2,229.18,311.77,0.21513197999999997,317.6,False,False,True,False,0.3220000000000003,-0.5060000000000054,6.6,-1.3500000000000014,-4.0
57.62,45.65,43.19,118.78,83.43,157.7,146.58,39.52,2616.0,225.18,1,3267.6,202.21,304.28,0.26303529999999997,39.52,False,False,True,False,-2.7640000000000056,5.895999999999995,2.4,-12.689999999999998,-4.0
53.94,45.24,59.99,121.23,105.51,214.6,163.09,49.45,3418.0,260.74,0,3884.9,226.74,377.69,0.24402456,0.0,False,False,True,False,1.135999999999998,2.9039999999999986,1.8,-7.729999999999997,-4.0
58.84,50.5,71.98,100.79,51.83,234.56,202.16,48.09,2751.0,298.72,1,4320.6,152.62,436.72,0.297142,48.09,False,False,True,False,-2.354000000000006,-0.9620000000000043,3.4,-7.729999999999997,-4.0
58.07,51.15,79.05,69.61,145.74,228.27,153.9,56.54,3380.0,283.46,3,4071.7,215.35000000000002,382.17,0.29702805,169.62,False,False,True,False,0.7719999999999942,0.3660000000000013,2.2,11.229999999999997,2.0
71.76,37.9,47.58,70.74,113.07,210.97,187.2,54.2,2698.0,291.43,4,3139.9,183.81,398.16999999999996,0.2719704,216.8,False,False,True,False,0.38499999999999196,7.524999999999998,3.6,0.5,3.0
43.64,46.34,43.0,127.87,80.46,125.09,142.4,55.77,2595.0,278.32,4,3278.6,208.32999999999998,267.49,0.20222776,223.08,False,False,True,False,2.3380000000000014,2.1759999999999944,3.2,-2.4599999999999937,0.0
64.18,69.03,100.0,166.9,73.33,211.17,227.31,65.25,2551.0,272.23,7,3186.8,240.23000000000002,438.48,0.44303454000000003,456.75,False,False,True,False,0.2639999999999956,0.7159999999999994,6.0,10.670000000000002,4.0
33.47,48.43,70.09,103.83,84.68,112.03,139.54,56.25,2369.0,299.37,7,2380.8,188.51,251.57,0.16209521,393.75,False,True,False,False,5.3699999999999815,-13.270000000000007,7.0,5.369999999999997,0.0
43.88,20.38,58.24,163.8,83.37,198.27,204.12,36.68,2734.0,265.47,3,4094.9,247.17000000000002,402.39,0.08942744,110.03999999999999,False,False,True,False,-2.6080000000000036,-1.2850000000000037,3.2,-13.670000000000002,1.0
57.51,49.38,64.42,104.52,61.48,175.32,182.49,58.92,2770.0,308.59,10,1882.7,166.0,357.81,0.28398438,589.2,False,True,False,False,1.5929999999999938,-2.6990000000000087,5.2,-1.9499999999999957,5.0
51.02,60.97,60.82,44.54,66.16,178.26,114.72,63.4,2623.0,273.28,2,2648.6,110.69999999999999,292.98,0.31106894,126.8,False,True,False,False,1.5049999999999955,0.9779999999999999,6.4,-8.550000000000004,-7.0
68.61,82.34,83.36,117.23,73.63,136.77,195.1,52.93,2947.0,253.66,4,2782.1,190.86,331.87,0.5649347400000001,211.72,False,True,False,False,0.6819999999999921,1.022999999999995,3.8,4.990000000000002,-2.0
36.39,49.14,37.55,95.24,92.83,167.12,129.72,61.83,2654.0,272.62,4,3889.7,188.07,296.84000000000003,0.17882046000000001,247.32,False,False,True,False,-1.3810000000000044,-4.557000000000006,2.8,19.979999999999997,2.0
42.91,62.57,48.28,145.01,66.04,280.29,152.75,41.05,3518.0,270.53,1,4420.2,211.05,433.04,0.26848787,41.05,False,False,True,False,-2.2040000000000126,-0.25200000000000256,1.6,-2.6000000000000014,0.0
64.21,68.96,76.88,97.07,76.4,251.15,156.73,47.98,3006.0,275.09,4,2213.8,173.47,407.88,0.44279215999999993,191.92,False,True,False,False,-1.8020000000000056,-2.051000000000003,3.2,-9.150000000000006,-1.0
36.88,32.67,40.96,92.1,108.62,249.68,142.19,32.68,2958.0,201.49,1,2690.7,200.72,391.87,0.12048696,32.68,False,True,False,False,-6.054000000000005,-0.7220000000000023,1.6,-7.140000000000001,-2.0
44.8,58.43,40.88,128.35,83.56,171.79,165.58,52.0,2406.0,243.03,1,2226.5,211.91,337.37,0.2617664,52.0,False,True,False,False,0.25899999999999596,-0.14500000000000096,1.6,3.5600000000000023,-2.0
47.07,44.43,65.76,128.75,106.5,297.7,156.56,66.38,3045.0,290.6,2,5248.5,235.25,454.26,0.20913200999999998,132.76,False,False,False,True,2.765999999999995,-3.1650000000000054,3.8,16.699999999999996,-3.0
81.97,41.89,62.8,89.79,60.25,151.71,106.81,68.31,2092.0,329.56,6,3933.4,150.04000000000002,258.52,0.34337233,409.86,False,False,True,False,1.5859999999999985,6.3089999999999975,6.6,0.4200000000000017,-1.0
43.29,59.16,51.42,164.18,74.3,240.74,195.04,50.04,2545.0,242.33,2,4330.7,238.48000000000002,435.78,0.25610364,100.08,False,False,True,False,-6.119999999999996,-21.86000000000002,1.0,-6.119999999999997,2.0
61.49,34.34,69.47,53.51,77.99,175.41,171.77,64.24,2424.0,292.32,5,2834.2,131.5,347.18,0.21115666000000002,321.2,False,True,False,False,1.8719999999999994,5.643000000000002,3.6,-0.9100000000000108,1.0
31.36,46.1,82.73,121.73,64.2,105.48,217.18,55.49,3312.0,254.58,0,4379.4,185.93,322.66,0.1445696,0.0,False,False,True,False,3.6179999999999968,-1.7250000000000045,1.4,12.64,-1.0
86.52,58.74,71.58,124.17,59.15,105.21,126.53,78.05,1660.0,301.44,8,3067.0,183.32,231.74,0.50821848,624.4,False,False,True,False,3.8609999999999935,3.6019999999999928,7.4,0.14999999999999147,2.0
73.46,49.07,60.42,72.17,66.26,167.14,145.28,57.77,2992.0,298.97,3,3197.2,138.43,312.41999999999996,0.36046822,173.31,False,False,True,False,-0.2760000000000038,2.7339999999999938,4.0,-9.240000000000002,0.0
